60
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
6min	167	1667
