40
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
6min	250	2500
